mysql.session,localhost,BACKUP_ADMIN,N
mysql.session,localhost,CLONE_ADMIN,N
mysql.session,localhost,CONNECTION_ADMIN,N
mysql.session,localhost,PERSIST_RO_VARIABLES_ADMIN,N
mysql.session,localhost,SESSION_VARIABLES_ADMIN,N
mysql.session,localhost,SYSTEM_USER,N
mysql.session,localhost,SYSTEM_VARIABLES_ADMIN,N
root,localhost,APPLICATION_PASSWORD_ADMIN,Y
root,localhost,AUDIT_ADMIN,Y
root,localhost,BACKUP_ADMIN,Y
root,localhost,BINLOG_ADMIN,Y
root,localhost,BINLOG_ENCRYPTION_ADMIN,Y
root,localhost,CLONE_ADMIN,Y
root,localhost,CONNECTION_ADMIN,Y
root,localhost,ENCRYPTION_KEY_ADMIN,Y
root,localhost,GROUP_REPLICATION_ADMIN,Y
root,localhost,INNODB_REDO_LOG_ARCHIVE,Y
root,localhost,PERSIST_RO_VARIABLES_ADMIN,Y
root,localhost,REPLICATION_APPLIER,Y
root,localhost,REPLICATION_SLAVE_ADMIN,Y
root,localhost,RESOURCE_GROUP_ADMIN,Y
root,localhost,RESOURCE_GROUP_USER,Y
root,localhost,ROLE_ADMIN,Y
root,localhost,SERVICE_CONNECTION_ADMIN,Y
root,localhost,SESSION_VARIABLES_ADMIN,Y
root,localhost,SET_USER_ID,Y
root,localhost,SYSTEM_USER,Y
root,localhost,SYSTEM_VARIABLES_ADMIN,Y
root,localhost,TABLE_ENCRYPTION_ADMIN,Y
root,localhost,XA_RECOVER_ADMIN,Y
